id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,sourceObjects,destinationObjects,boundary,onBoundary,reportDetails,refCode
369823,1630654,,2025,,financial,2025-12-03T06:13:19.414Z,2025-12-03T00:00:00Z,2025-11-28T00:00:00Z,"Integrated lifesaving multipurpose cash assistance to save lives and promote resilience in vulnerable populations in crisis-affected communities in Abyei Administrative Area, Jonglei, Unity and Northern Bahr El Ghazel States, South Sudan",['earmarked'],0.865,2025-12-02T00:00:00Z,Standard,,True,1410516.0,EUR,Cash transfer programming (CTP),,commitment,2026-01-14T12:15:07.807Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8710', 'name': 'Multi-Purpose Cash', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '16', 'name': 'Multipurpose Cash', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From Excel', 'date': '2025-12-03T00:00:00.000Z'}]",ECHO/-HF/BUD/2025/91007
369824,461124,,2025,,financial,2025-12-03T06:13:19.772Z,2025-12-03T00:00:00Z,2025-11-28T00:00:00Z,"Integrated lifesaving multipurpose cash assistance to save lives and promote resilience in vulnerable populations in crisis-affected communities in Abyei Administrative Area, Jonglei, Unity and Northern Bahr El Ghazel States, South Sudan",['earmarked'],0.865,2025-12-02T00:00:00Z,Standard,,True,398872.0,EUR,Cash transfer programming (CTP),,commitment,2026-01-14T12:06:07.773Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8710', 'name': 'Multi-Purpose Cash', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '16', 'name': 'Multipurpose Cash', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From Excel', 'date': '2025-12-03T00:00:00.000Z'}]",ECHO/-HF/BUD/2025/91007
370818,1059334,,2025,,financial,2025-12-11T12:37:30.428Z,2025-12-11T00:00:00Z,2025-12-02T00:00:00Z,East & Southern Africa - United Nations Humanitarian Air Service,['earmarked'],0.863,2025-12-09T00:00:00Z,Standard,,True,914205.0,EUR,Traditional aid,,commitment,2026-01-20T17:53:44.780Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '3049', 'name': 'World Food Programme', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8702', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From Excel', 'date': '2025-12-11T00:00:00.000Z'}]",ECHO/-HF/BUD/2023/91070
370884,2125787,,2025,,financial,2025-12-12T06:47:14.922Z,2026-03-09T00:00:00Z,2025-10-01T00:00:00Z,"South Sudan: Maban, Rumbek. The programme strengthens capacities of local actors in education, child protection, and MHPSS, and improves the participation and resilience of children, youth, and their families.",['softly earmarked'],6.355,2025-12-09T00:00:00Z,Standard,['Multiyear'],True,13509375.0,DKK,Traditional aid,362471.0,commitment,2026-04-30T10:06:20.724Z,1,"[{'type': 'Organization', 'id': '3776', 'name': 'Denmark, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '61', 'name': 'Denmark', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8701', 'name': 'Education', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '3', 'name': 'Education', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'From Excel', 'date': '2025-12-12T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'Email', 'date': '2026-03-09T00:00:00.000Z'}]",DK-CVR-63407216-20800758     DK-CVR-63407216-20800758-2026       XM-DAC-3-1-286703-35480        XM-DAC-3-1-286703-35480
371830,226466,,2025,,financial,2025-12-18T12:22:35.447Z,2025-12-18T00:00:00Z,2025-12-10T00:00:00Z,"Smarter Data, Better Decisions: Strengthening Food Security and Nutrition Information Systems in the IGAD region",['earmarked'],0.863,2025-12-16T00:00:00Z,Standard,,True,195440.0,EUR,Traditional aid,,commitment,2026-01-14T12:03:56.259Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8702', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From Excel', 'date': '2025-12-18T00:00:00.000Z'}, {'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2025-11-28T00:00:00.000Z'}]",ECHO/ERC/BUD/2025/91022
372228,3871000,,,,financial,2025-12-24T08:13:33.994Z,2025-12-24T00:00:00Z,2024-09-19T00:00:00Z,"South Sudan Humanitarian Needs and Response Plan 2025
Providing lifesaving and Integrated SRH and GBV services in Humanitarian settings in the Africa region.",['earmarked'],,2025-12-24T00:00:00Z,Standard,,True,,,Traditional aid,,paid,2026-01-14T11:58:38.913Z,1,"[{'type': 'Organization', 'id': '2929', 'name': 'Korea, Republic of, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '119', 'name': 'Korea, Republic of', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4293', 'name': 'United Nations Population Fund', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8703', 'name': 'Health', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'United Nations Population Fund', 'reportChannel': 'Email', 'date': '2025-12-24T00:00:00.000Z'}]",KRA79
372229,3871000,,,,financial,2025-12-24T08:14:12.165Z,2025-12-24T00:00:00Z,2024-09-19T00:00:00Z,"South Sudan Humanitarian Needs and Response Plan 2025
Providing lifesaving and Integrated SRH and GBV services in Humanitarian settings in the Africa region.",['earmarked'],,2025-12-24T00:00:00Z,Standard,,True,,,Traditional aid,,paid,2026-01-13T15:25:26.355Z,1,"[{'type': 'Organization', 'id': '2929', 'name': 'Korea, Republic of, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '119', 'name': 'Korea, Republic of', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4293', 'name': 'United Nations Population Fund', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8706', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'United Nations Population Fund', 'reportChannel': 'Email', 'date': '2025-12-24T00:00:00.000Z'}]",KRA79
373566,0,1200000.0,,"[373567, 373568, 373569, 373570]",financial,2026-01-15T11:29:49.378Z,2026-01-15T00:00:00Z,2024-12-12T00:00:00Z,Community Security and Conflict Resolution Initiative in South Sudan,['earmarked'],,2026-01-12T00:00:00Z,Parked,['Multiyear'],False,,,Traditional aid,,commitment,2026-01-15T11:33:41.835Z,1,"[{'type': 'Organization', 'id': '12164', 'name': ""The United Nations Secretary-General's Peacebuilding Fund"", 'behavior': 'single', 'organizationTypes': ['Pooled Funds'], 'organizationSubTypes': ['Global UN Pooled Funds'], 'organizationLevels': ['Pooled Funds']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '48', 'name': '2027', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '49', 'name': '2028', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2026-01-12T00:00:00.000Z'}]",UNJP/SSD/055/PBF
373568,300000,300000.0,,,financial,2026-01-15T11:32:16.760Z,2026-01-15T00:00:00Z,2024-12-12T00:00:00Z,Community Security and Conflict Resolution Initiative in South Sudan,['earmarked'],,2026-01-12T00:00:00Z,Parked,['Multiyear'],False,,,Traditional aid,373566.0,commitment,2026-01-15T11:32:16.760Z,1,"[{'type': 'Organization', 'id': '12164', 'name': ""The United Nations Secretary-General's Peacebuilding Fund"", 'behavior': 'single', 'organizationTypes': ['Pooled Funds'], 'organizationSubTypes': ['Global UN Pooled Funds'], 'organizationLevels': ['Pooled Funds']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8702', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2026-01-12T00:00:00.000Z'}]",UNJP/SSD/055/PBF
373725,0,289687.0,2025,[389892],financial,2026-01-16T10:34:13.717Z,2026-01-16T00:00:00Z,2025-01-01T00:00:00Z,Strategic Partnership Agreements,['earmarked'],0.863,2026-01-14T00:00:00Z,Parked,,True,0.0,EUR,Traditional aid,,paid,2026-05-21T10:58:12.278Z,1,"[{'type': 'Organization', 'id': '4384', 'name': 'Luxembourg, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '130', 'name': 'Luxembourg', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4397', 'name': 'United Nations High Commissioner for Refugees', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Luxembourg, Government of', 'reportChannel': 'From Excel', 'date': '2026-01-16T00:00:00.000Z'}]",AH/UNHCR/CPS2022-2025/0001-16
376108,0,29876089.0,,"[376110, 376111, 376112, 376113, 376114]",financial,2026-02-05T13:52:24.784Z,2026-02-05T00:00:00Z,2025-06-10T00:00:00Z,To improve the animal health and strengthen resilience of livestock production systems for targeted beneficiaries in Project areas.,['earmarked'],,2026-02-05T00:00:00Z,Parked,['Multiyear'],True,,,Traditional aid,,commitment,2026-04-20T14:48:03.797Z,1,"[{'type': 'Organization', 'id': '4820', 'name': 'World Bank', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26512', 'name': 'Agriculture', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '48', 'name': '2027', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '49', 'name': '2028', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '50', 'name': '2029', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2026-02-05T00:00:00.000Z'}]",UTF/SSD/033/SSD
376111,3580645,3580645.0,,,financial,2026-02-05T13:55:09.334Z,2026-02-05T00:00:00Z,2025-06-10T00:00:00Z,To improve the animal health and strengthen resilience of livestock production systems for targeted beneficiaries in Project areas.,['earmarked'],,2026-02-05T00:00:00Z,Parked,['Multiyear'],True,,,Traditional aid,376108.0,commitment,2026-04-20T14:47:59.380Z,1,"[{'type': 'Organization', 'id': '4820', 'name': 'World Bank', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4399', 'name': 'Food and Agriculture Organization of the United Nations', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26512', 'name': 'Agriculture', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Food and Agriculture Organization of the United Nations', 'reportChannel': 'Email', 'date': '2026-02-05T00:00:00.000Z'}]",UTF/SSD/033/SSD
376446,1055625,,2025,,financial,2026-04-24T14:03:48.110Z,2026-04-24T00:00:00Z,2025-01-01T00:00:00Z,"ICRC Assistance, Protection, Prevention and Cooperation Activities in Africa",['softly earmarked'],0.96,2026-02-02T00:00:00Z,Standard,,True,1013400.0,EUR,Traditional aid,,commitment,2026-04-27T10:13:09.515Z,2,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '2967', 'name': 'International Committee of the Red Cross', 'behavior': 'single', 'organizationTypes': ['Red Cross/Red Crescent Organizations'], 'organizationSubTypes': ['International Red Cross/Red Crescent Movement'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From Excel', 'date': '2026-04-24T00:00:00.000Z'}]",F-PF-2-TEAM2-321.50AFRM
377034,755035,,2025,,financial,2026-02-14T02:37:45.813Z,2025-07-09T00:00:00Z,2025-03-27T00:00:00Z,European Commission (DG-ECHO) Contribution to OCHA 2026,['earmarked'],0.854,2026-02-14T00:00:00Z,Standard,['Multiyear'],True,644800.0,EUR,Traditional aid,,paid,2026-02-16T06:49:53.816Z,1,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4396', 'name': 'Office for the Coordination of Humanitarian Affairs', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8709', 'name': 'Coordination, Thematic and System Support', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '26480', 'name': 'Coordination and support services', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Office for the Coordination of Humanitarian Affairs', 'reportChannel': 'From OCT-OCHA', 'date': '2026-02-14T00:00:00.000Z'}]",OCT/Global/2026/77602/OCHA(OCHA Program)/SSD/85264 ECHO/ERC/BUD/2025/91001
377066,184862,,2025,,financial,2026-02-25T02:38:06.803Z,2025-06-26T00:00:00Z,2025-03-27T00:00:00Z,European Commission (DG-ECHO) Contribution to OCHA 2026,['earmarked'],0.872,2026-02-14T00:00:00Z,Standard,['Multiyear'],True,161200.0,EUR,Traditional aid,,commitment,2026-02-25T07:54:56.641Z,2,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '4396', 'name': 'Office for the Coordination of Humanitarian Affairs', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8709', 'name': 'Coordination, Thematic and System Support', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '26480', 'name': 'Coordination and support services', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Office for the Coordination of Humanitarian Affairs', 'reportChannel': 'From OCT-OCHA', 'date': '2026-02-25T00:00:00.000Z'}]",OCT/Global/2026/77603/OCHA(OCHA Program)/SSD/85296 ECHO/ERC/BUD/2025/91001
378374,2554278,,2025,,financial,2026-03-24T12:04:17.464Z,2026-03-24T00:00:00Z,2025-04-01T00:00:00Z,"SSD: ACTED, Sudan Crisis Resp. UNS 2025",['tightly earmarked'],0.783,2026-03-23T00:00:00Z,Standard,,True,2000000.0,CHF,Traditional aid,,commitment,2026-03-25T08:36:18.465Z,2,"[{'type': 'Organization', 'id': '2924', 'name': 'Switzerland, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '217', 'name': 'Switzerland', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '2886', 'name': 'Agency for Technical Cooperation and Development', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8707', 'name': 'Shelter and Non-food Items', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '4', 'name': 'Emergency Shelter and NFI', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Switzerland, Government of', 'reportChannel': 'From Excel', 'date': '2026-03-24T00:00:00.000Z'}]",7F-11392.02.01
378377,187500,,2023,,financial,2026-02-16T09:34:57.813Z,2026-02-16T00:00:00Z,2023-07-01T00:00:00Z,"Supporting returnee and host communities to rebuild livelihoods, generate income, peacefully improve and manage natural resources for food security - SSD: Caritas CH,Restoration of resilienc",['tightly earmarked'],0.8,2026-02-11T00:00:00Z,Standard,,True,150000.0,CHF,Traditional aid,,commitment,2026-02-25T13:17:07.083Z,1,"[{'type': 'Organization', 'id': '2924', 'name': 'Switzerland, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '217', 'name': 'Switzerland', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1512', 'name': 'South Sudan Humanitarian Needs and Response Plan 2026', 'behavior': 'single'}, {'type': 'Organization', 'id': '3097', 'name': 'Caritas Switzerland', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8702', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Switzerland, Government of', 'reportChannel': 'From Excel', 'date': '2026-02-16T00:00:00.000Z'}]",7F-11190.01.01
